condition,comment_slot,post_id,comment,category,confidence,reasoning
Human,DUyPt9VjsQ5,7,🔥,emoji_only,high,no letters or digits
Human,DMdI1V1x-FB,7,So peaceful ☁️,praise_admiration,high,expresses admiration with words
Human,DUf6bsWAXBE,7,Çok güzel 👏👏👏💐,praise_admiration,high,admires the work
Human,Cn0U3pipNXd,7,El hábitat de Beto @grisalonso7 @beto_coppetti @luchoratto 😂😂,humor_meme,high,clear joke with punchline
Human,DCo8_2DRKy_,7,Merina rogn😍,praise_admiration,high,Emotional response with emoji
Human,DULiw0HjQcG,7,Absoluter Wahnsinn 😍,praise_admiration,high,admires work with exclamation
Human,DPl8zFJCG_-,7,Baby🎀,emoji_only,high,No words or letters
Human,CLR_n4pH0O5,7,"Why the crowns? Gorgeous, I'm just curious.",praise_admiration,high,"admires work, uses enthusiastic language"
Human,DMKbF9jiE18,7,❤️,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,7,Warriors! Come out and playyyaeee!!,humor_meme,high,clear joke reference
Human,C_aGVOMymRL,7,Ai,emoji_only,high,No letters/words
Human,DL41F9qgFZX,7,you never miss,humor_meme,high,clear joke reference
Human,DC40mMHy_a0,7,"I would love for Wiccan to find another vessel for Agatha, Agatha revives Wanda, and… idk. At some point, now that X-Men is part of MCU, I would love a Wanda vs. Phoenix show/movie.   it would be cool if Agatha (with all of her knowledge) tried to overtake Strange and the sorcerer supreme.",needs_review,low,"ambiguous slang, mixed languages"
Human,DUEPtomjEPe,7,Hermosooo 🥰🔥,praise_admiration,high,admires work with exclamations
Human,DKpBG-Ju0U7,7,So beautiful 🔥🔥,praise_admiration,high,admires the work
Human,CognJlkJbtU,7,❤️🔥,emoji_only,high,no letters or digits
Human,DPor_WlDO4I,7,Brawooooo,humor_meme,high,clear joke/punchline
Human,DDhx9Znow-I,8,Absolutely wonderful and elegant painting! It's so enchanting! 😍,praise_admiration,high,admires the work
Human,Cyv2nzcR0ic,8,"Your works remember to me a lot Qing Han art ( @qinniart ). How nostalgic and sometimes sad... I miss her pics, your are great!",praise_admiration,high,nostalgic and sad sentiment
Human,DTIwN17jeaP,8,Really beautifully done,praise_admiration,high,admires the work
Human,DU1U8PajE9B,8,"omgggg this is so good , I love the songs in this movie 🤧😭",praise_admiration,high,"admires the work, even with exclamations"
Human,DQYB2QXEidj,8,Omg I love these! Are you selling them? ❤️,praise_admiration,high,expresses genuine admiration
Human,DKcV3N1TsQm,8,😍😍😍,emoji_only,high,no letters or digits
Human,DLi3y43shZY,8,Cute rabbits 🐰,praise_admiration,high,Cute rabbits 🐰
Human,DTr79-Yk6a4,8,Sick work! 🙌,praise_admiration,high,admires work with exclamation
Human,Cy-If2RN884,8,Can you give me  likes ❤️ in my paintings?,praise_admiration,high,likes in paintings
Human,DTD6ISFD4Q-,8,😮😍,emoji_only,high,no letters or digits
Human,CzWZhRMPvrq,8,🌿🍀🍃Excellent art  work🖼🌿🍃🍀🖌️Dear Madhu💐🫶🥰,praise_admiration,high,admires art work
Human,C5-XuYytQJA,8,😍😍😍😍😍,emoji_only,high,no letters or digits
Human,DVOsQAMiOGY,8,How cute🤍🤍🤍🤍,praise_admiration,high,admires work with emojis
Human,DU3SuY6CELe,8,Uw eerste liefde 🤩,praise_admiration,high,admires work with excitement
Human,DRJ6WbgDHPj,8,"Holy wow 🤩!!!! Your work is fabulous! I am blown away by the amount of detail you’ve added to the scene, especially the detail and illustration work that you did with her dress! That is super impressive! I love the colors that you’ve used. They feel so warm and cozy! 😍 Thank you so much for joining our challenge! Your support means everything! 🙌❤",praise_admiration,high,"admires work, uses exclamations"
Human,DSIYSSbDNd_,8,"The bold primary colors combined with the pose makes him almost pop right off the page! The texture if the webs turned out amazing too! Great job on another masterpiece, Noops!! 🔥🔥❤️‍🔥😲👏👏🙌🙌🙌✨️",praise_admiration,high,admires the artwork
Human,DUSV9KtAh7_,8,Soooo wunderschön 😍🥰🫶🏻,praise_admiration,high,admires work with emojis
Human,DQ7CQx0gr5i,8,❤️👏👏,emoji_only,high,no letters or digits
Human,DS2rkiZDz2c,8,🔥🔥,emoji_only,high,no letters or digits
Human,DUyPt9VjsQ5,8,Hermosa 👏👏!!,praise_admiration,high,admires work with emojis
Human,DMdI1V1x-FB,8,😍😍😍,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,8,❤️❤️❤️,emoji_only,high,no letters or digits
Human,DU4prPtDcDC,8,"Wow, great work. I'd love to be there now",praise_admiration,high,expresses admiration and excitement
Human,Cn0U3pipNXd,8,@nicolaspolanco,other,high,"tag only, no content"
Human,DCo8_2DRKy_,8,❤️✨💕✨💖🙏🏼🫶🏼✨🌊⛵🌊⛵🌊🌠🕊️,emoji_only,high,no letters or digits
Human,DULiw0HjQcG,8,💙👀,emoji_only,high,no letters or digits
Human,DPl8zFJCG_-,8,Neném lindo 😭,non_english,high,contains non-English text
Human,CLR_n4pH0O5,8,The most beautiful couple I have ever seen 😍,praise_admiration,high,admires the couple
Human,DMKbF9jiE18,8,❤️,emoji_only,high,no letters or digits
Human,C_aGVOMymRL,8,Gorgeous 😍😍,praise_admiration,high,admires work with emojis
Human,DL41F9qgFZX,8,absolutely stunning 🔥,praise_admiration,high,admires the work
Human,DC40mMHy_a0,8,"I would love it if they went back to Agath's original routes back to The Fantastic Four when you remember that when she first appeared, she was a more neutral figure who acted as a governess to Reed Richard's and Susan's Storm son, cause he was an omega level mutant. Literally hundreds of years old, and she chose to act as a nanny for a mutant toddler.",needs_review,medium,"ambiguous language, unclear sentiment"
Human,DSqevPEkjKs,8,"This visual storytelling is EPIC! 🔥⚔️ The halos of gold, the flames, the Spartan marching toward destiny - this is the kind of imagery that defines legendary mythology. 'A journey that bends time and destiny' perfectly captures what makes these stories timeless. As someone building cosmic mythology with warrior gods, this inspires me! Can't wait for this tale! 🏺",praise_admiration,high,admires the artwork
Human,DKpBG-Ju0U7,8,Great imagination !!! 👏👏👏👏👨‍🎨🌹🌹🌹,praise_admiration,high,admires work with emojis
Human,CognJlkJbtU,8,More sharpness,praise_admiration,high,adds sharpness
Human,DPor_WlDO4I,8,😍,emoji_only,high,no letters or digits
Human,DDhx9Znow-I,9,This is breathtaking ❤️,praise_admiration,high,admires work with emoji
Human,Cyv2nzcR0ic,9,Your artstyle reminds me of @qinniart its lovely ♡,praise_admiration,high,reminds me of @qinniart its lovely
Human,DTIwN17jeaP,9,ahh such pretty glitter ✨✨,praise_admiration,high,admires work with emojis
Human,DU1U8PajE9B,9,"Such a lovely, peaceful scene.😍😍 there is so much love. Every living being has its partner. Simply stunning. The details on the castle and flowers are incredible! And I love the architecture of the cottage on the right. It is so charming! It looks like it’s straight out of a classic fairytale. 🏡❤️👏👏",praise_admiration,high,expresses genuine admiration
Human,DQYB2QXEidj,9,🔥🔥🔥,emoji_only,high,no letters or digits
Human,DKcV3N1TsQm,9,Oooh that gradient color way is nice 🔥,praise_admiration,high,admires color way
Human,DLi3y43shZY,9,❤️,emoji_only,high,no letters or digits
Human,DTr79-Yk6a4,9,I agree with your philosophy and have been trying to do a similar thing of working on a small section of the design process instead of moving on and expanding out quickly,support_defense,high,defends AI art philosophy
Human,Cy-If2RN884,9,❤️,emoji_only,high,no letters or digits
Human,DTD6ISFD4Q-,9,Amazing,praise_admiration,high,expresses genuine admiration
Human,CzWZhRMPvrq,9,So pretty!!!,praise_admiration,high,"includes excited language, compliments"
Human,C5-XuYytQJA,9,Wonderful coloring 😍,praise_admiration,high,admires work with emoji
Human,DVOsQAMiOGY,9,Very cute 😍😍😍,praise_admiration,high,admires work with emojis
Human,DU3SuY6CELe,9,Lovely 🔥,praise_admiration,high,admires the work
Human,DRJ6WbgDHPj,9,"Wow, such a beauty!",praise_admiration,high,admires the work
Human,DSIYSSbDNd_,9,THIS IS SO FIRE 😮‍💨😮‍💨😮‍💨😮‍💨,praise_admiration,high,excited language and multiple fire emojis
Human,DUSV9KtAh7_,9,😍👏amazing,praise_admiration,high,admires work with emojis
Human,DQ7CQx0gr5i,9,Mega Mega gut!!❤️,praise_admiration,high,admires work with exclamation
Human,DS2rkiZDz2c,9,😍😍,emoji_only,high,no letters or digits
Human,DUyPt9VjsQ5,9,😍😍😍,emoji_only,high,no letters or digits
Human,DMdI1V1x-FB,9,❤️❤️❤️❤️,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,9,Adorable ! ❤️,praise_admiration,high,expresses admiration and positivity
Human,DU4prPtDcDC,9,Ai looks good but you’ll never know the smell or feel of that place,praise_admiration,high,admires the work
Human,Cn0U3pipNXd,9,@tommbeach I wanna walk here w you,needs_review,low,"ambiguous language, unclear sentiment"
Human,DCo8_2DRKy_,9,❤️❤️❤️❤️❤️❤️❤️,emoji_only,high,no letters or digits
Human,DULiw0HjQcG,9,Thank you!!!🫶🫶🙋‍♀️,praise_admiration,high,excited language and emojis
Human,DPl8zFJCG_-,9,❤️🥹 cute,praise_admiration,high,cute and emotive language
Human,CLR_n4pH0O5,9,вы должны были играть Лиану Старк и Рейгара Таргариена,non_english,high,clearly written in another language
Human,DMKbF9jiE18,9,🔥,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,9,"One of my favourite films ever. Watch it every year. Phenomenal artwork. Bravo, love it",praise_admiration,high,"admires artwork, uses enthusiastic language"
Human,C_aGVOMymRL,9,L. O. V. E.,praise_admiration,high,strong positive sentiment
Human,DL41F9qgFZX,9,🥵,emoji_only,high,no letters or digits
Human,DC40mMHy_a0,9,No... this is stupid. Anyways she is a great actress,hostility_harassment,high,"aggressive language, insults"
Human,DKpBG-Ju0U7,9,🎨❤️👍👏,emoji_only,high,no letters or digits
Human,CognJlkJbtU,9,🔥🔥🔥🔥🔥🔥🔥🔥🔥🙌🙌🙌🙌🙌👏🙌👏🙌👏🙌👏😢😍😍,emoji_only,high,no letters or digits
Human,DPor_WlDO4I,9,👏👏👏,emoji_only,high,no letters or digits
Human,DDhx9Znow-I,10,This is like looking at a fairytale 😍,praise_admiration,high,expresses admiration and excitement
Human,Cyv2nzcR0ic,10,Anyone remember @qinniart when they see this 😍😍,humor_meme,high,clear joke reference
Human,DTIwN17jeaP,10,❤️❤️❤️,emoji_only,high,no letters or digits
Human,DU1U8PajE9B,10,Love the two butterflies and two cats!! This painting is pure magic!💖💙,praise_admiration,high,"admires work, uses magic"
Human,DQYB2QXEidj,10,Gorgeous 💚,praise_admiration,high,expresses admiration with emoji
Human,DKcV3N1TsQm,10,This is wild bro 🔥,praise_admiration,high,admires the work
Human,DLi3y43shZY,10,Omg this is soooo cute💞🎀✨,praise_admiration,high,admires work with exclamations
Human,Cy-If2RN884,10,👏👏👏👏👏👏👏👏👏,emoji_only,high,no letters or digits
Human,DTD6ISFD4Q-,10,Some of my favorite art I've ever seen,praise_admiration,high,expresses admiration
Human,CzWZhRMPvrq,10,😍😍😍,emoji_only,high,no letters or digits
Human,C5-XuYytQJA,10,Magnifique 😍 bravo 👏,praise_admiration,high,admires work with emojis
Human,DVOsQAMiOGY,10,Very beautiful! 👏👏❤️❤️,praise_admiration,high,admires work with emojis
Human,DU3SuY6CELe,10,These are lovely 😍,praise_admiration,high,admires the work
Human,DRJ6WbgDHPj,10,"The outfit on the figure looks stunning. The colors and the mood you created are amazing, as always. ☺️❤️🌺",praise_admiration,high,admires the work
Human,DSIYSSbDNd_,10,Based,praise_admiration,high,short and simple word
Human,DUSV9KtAh7_,10,Beautifully painted and well said 🙌,praise_admiration,high,"admires work, uses exclamation"
Human,DQ7CQx0gr5i,10,Fantastic work 👏👏👏👏,praise_admiration,high,Multiple 👏 symbols
Human,DS2rkiZDz2c,10,jaw = DROPPED,humor_meme,high,clear joke reference
Human,DUyPt9VjsQ5,10,😍😍😍😍,emoji_only,high,no letters or digits
Human,DMdI1V1x-FB,10,😍😍,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,10,Beautiful 😍,praise_admiration,high,admires the work
Human,DU4prPtDcDC,10,This might be a blender.,needs_review,low,ambiguous slang
Human,Cn0U3pipNXd,10,Nos damos una vuelta @jessycastelan?,non_english,high,contains Spanish language
Human,DCo8_2DRKy_,10,❤️✨💕✨💖🙏🏼🫶🏼✨🌠🕊️,emoji_only,high,no letters or digits
Human,DULiw0HjQcG,10,Awesome 🩵🔥,praise_admiration,high,admires the work
Human,CLR_n4pH0O5,10,Borh of u looking like characters of film,hostility_harassment,high,"aggressive language, insult"
Human,DMKbF9jiE18,10,😍😍😍😍😍,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,10,So good ! Watching the movie right now ! 🔥,praise_admiration,high,admires the work
Human,C_aGVOMymRL,10,🔥🔥🔥🔥,emoji_only,high,no letters or digits
Human,DL41F9qgFZX,10,@michaelbjordan Ralphy is an amazing artist. Come see this beautiful work!!!,praise_admiration,high,expresses genuine admiration
Human,DC40mMHy_a0,10,Ate🔥,humor_meme,high,clear joke
Human,DSqevPEkjKs,10,Super👏🔥👏🔥👏🔥👏🔥👏🔥👏,praise_admiration,high,Multiple enthusiastic 👏 and 🔥 symbols
Human,DKpBG-Ju0U7,10,😍😍,emoji_only,high,no letters or digits
Human,CognJlkJbtU,10,Insha allah nasib 🔥❤️,praise_admiration,high,expresses admiration and positivity
Human,DPor_WlDO4I,10,👏👏👏👏,emoji_only,high,no letters or digits
Human,DDhx9Znow-I,11,Perfect,praise_admiration,high,simple adjective
Human,Cyv2nzcR0ic,11,I love the transparent umbrella and how it blends the environment. It's so pretty 😍,praise_admiration,high,admires the umbrella
Human,DTIwN17jeaP,11,Amo 😍,praise_admiration,high,expresses admiration and excitement
Human,DU1U8PajE9B,11,Gurl my eyes have been blessed ✨✨,praise_admiration,high,admires work with exclamations
Human,DQYB2QXEidj,11,Hydrangeas~!! These are so delicate looking~ I was wondering if you could make Snowdrops too? I rarely see anyone make those flowers it’s always lily of the valley instead,praise_admiration,high,"admires delicate flowers, asks for more"
Human,DKcV3N1TsQm,11,🔥🔥❤️🔥❤️🔥,emoji_only,high,no letters or digits
Human,DLi3y43shZY,11,😍😍😍😍😍,emoji_only,high,no letters or digits
Human,Cy-If2RN884,11,¿Quién es un autor?,non_english,high,contains Spanish language
Human,DTD6ISFD4Q-,11,Perfection 😍,praise_admiration,high,admires the work
Human,CzWZhRMPvrq,11,❤️❤️,emoji_only,high,no letters or digits
Human,C5-XuYytQJA,11,Superbe comme toujours ❤️❤️❤️,praise_admiration,high,"admires work, uses French words"
Human,DVOsQAMiOGY,11,So cute😍😍😍,praise_admiration,high,admires work with exclamations
Human,DU3SuY6CELe,11,Utter magic,praise_admiration,high,admires the work
Human,DRJ6WbgDHPj,11,Such a beautiful dress!! 🧚‍♂️🧚🧚‍♀️,praise_admiration,high,admires work with exclamations
Human,DSIYSSbDNd_,11,👏🙌🙌👏🙌👏,emoji_only,high,no letters or digits
Human,DUSV9KtAh7_,11,"Looks so good, talented af!! 🔥😍",praise_admiration,high,"admires work, uses enthusiastic language"
Human,DQ7CQx0gr5i,11,Beautiful ❤️,praise_admiration,high,expresses admiration with emoji
Human,DS2rkiZDz2c,11,❤️ Super girl 😍 🥀 Super Special 🔝🤍,praise_admiration,high,admires work with emojis
Human,DMdI1V1x-FB,11,😍😍😍,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,11,Beautiful ❤️❤️❤️,praise_admiration,high,admires work with emojis
Human,DU4prPtDcDC,11,Really i don't have words to express 😭,praise_admiration,high,expresses strong emotion
Human,Cn0U3pipNXd,11,😍😍😍,emoji_only,high,no letters or digits
Human,DCo8_2DRKy_,11,❤️❤️,emoji_only,high,no letters or digits
Human,DULiw0HjQcG,11,Sehr sehr schön ❤️,praise_admiration,high,admires the work
Human,DPl8zFJCG_-,11,❤️❤️❤️,emoji_only,high,no letters or digits
Human,CLR_n4pH0O5,11,Excuse me but am I on a new trailer for a love movie on Netflix ? Because id watch it,humor_meme,high,clear joke reference
Human,DMKbF9jiE18,11,🥰🤗🌹🌹🌹👏,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,11,Still one of my favorite movies and videos games of all time!,praise_admiration,high,"admires work, uses exclamations"
Human,C_aGVOMymRL,11,❤️❤️❤️,emoji_only,high,no letters or digits
Human,DL41F9qgFZX,11,🔥🔥,emoji_only,high,no letters or digits
Human,DC40mMHy_a0,11,Que que tem haver?,non_english,high,Clearly written in another language (not English)
Human,DKpBG-Ju0U7,11,EXTRAAAA!!!!🔥🙌🔥,praise_admiration,high,excited language and emojis
Human,CognJlkJbtU,11,If u drive DAT u gotta live in the batcave n beat up high caliber criminals or at least rob banks just to get chased  cuz u getting away if I drive #getawaydriverforhire😂😂😂,humor_meme,high,clear joke with punchline
Human,DPor_WlDO4I,11,🔥🔥🔥❤️,emoji_only,high,no letters or digits
Human,DDhx9Znow-I,12,Very beautiful and light 😍,praise_admiration,high,admires work with words
Human,Cyv2nzcR0ic,12,So magical. The rippling of water,praise_admiration,high,expresses genuine admiration
Human,DTIwN17jeaP,12,❤️👏❤️,emoji_only,high,no letters or digits
Human,DU1U8PajE9B,12,Absolutely gorgeous!! Finishing this masterpiece in 3h is insane 😍 the cats and butterflies are so cuteee 🥹❤️,praise_admiration,high,"admires work, uses enthusiastic language"
Human,DQYB2QXEidj,12,now thats a bouquet i really need😍,praise_admiration,high,"admires bouquet, uses enthusiastic language"
Human,DKcV3N1TsQm,12,Damn this is very cool🔥,praise_admiration,high,admires work with exclamation
Human,DLi3y43shZY,12,sho cute,humor_meme,high,clear joke/pun
Human,Cy-If2RN884,12,👏👏👏👏,emoji_only,high,no letters or digits
Human,DTD6ISFD4Q-,12,Wow ✨,praise_admiration,high,admires the work
Human,CzWZhRMPvrq,12,Lovely!,praise_admiration,high,expresses genuine admiration
Human,C5-XuYytQJA,12,"Magnifique!!! Le ciel est splendide, la petite maison on a envie d'y habiter 😍",praise_admiration,high,admires the work
Human,DVOsQAMiOGY,12,OMG! So adorable!! ❤️❤️,praise_admiration,high,admires work with exclamations
Human,DU3SuY6CELe,12,😍,emoji_only,high,no letters or digits
Human,DRJ6WbgDHPj,12,Ah she is so graceful 😍😮,praise_admiration,high,admires work with exclamations
Human,DSIYSSbDNd_,12,Wild 🔥🔥🔥 nailed it noops!,praise_admiration,high,admires the work
Human,DUSV9KtAh7_,12,So cute,praise_admiration,high,expresses genuine admiration or positivity IN WORDS
Human,DQ7CQx0gr5i,12,Incredible work 👏😍,praise_admiration,high,admires work with emojis
Human,DS2rkiZDz2c,12,🌷,emoji_only,high,no letters or digits
Human,DUyPt9VjsQ5,12,Hypnotized ❤️,praise_admiration,high,admires work with emoji
Human,DMdI1V1x-FB,12,"OMG, I LOVE this!!!",praise_admiration,high,expresses genuine admiration or positivity IN WORDS
Human,DUf6bsWAXBE,12,Beautiful 😍😍😍,praise_admiration,high,Multiple enthusiastic emojis
Human,Cn0U3pipNXd,12,Amazing place 🔥,praise_admiration,high,admires the place
Human,DCo8_2DRKy_,12,حيث سكون الروح....,non_english,high,Arabic language
Human,DULiw0HjQcG,12,👏👏👏😍,emoji_only,high,no letters or digits
Human,DPl8zFJCG_-,12,😍🎀,emoji_only,high,no letters or digits
Human,CLR_n4pH0O5,12,He's one of targaryen 😍,praise_admiration,high,admires the artist
Human,DMKbF9jiE18,12,❤️,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,12,"You gave me a good flash back there Lad …,,, quality film and even better work by your self 🙏",praise_admiration,high,"admires work, uses compliment"
Human,C_aGVOMymRL,12,"Wow, really Amazing 🔥😍",praise_admiration,high,admires work with exclamations
Human,DL41F9qgFZX,12,🔥🔥🔥,emoji_only,high,no letters or digits
Human,DC40mMHy_a0,12,"It might make 0 sense with marvel fans, but it makes a lot of sense to me as an artist",praise_admiration,high,admires work as artist
Human,DSqevPEkjKs,12,😮😮😮😮😮,emoji_only,high,no letters or digits
Human,DKpBG-Ju0U7,12,👏👏😍,emoji_only,high,no letters or digits
Human,CognJlkJbtU,12,@vvvibe06,other,high,"tag only, no content"
Human,DPor_WlDO4I,12,Wow!,praise_admiration,high,expresses strong positive emotion
Human,DDhx9Znow-I,13,This is soooooo beautiful 😍 ❤️,praise_admiration,high,admires work with exclamations
Human,Cyv2nzcR0ic,13,I wish the world was as beautiful as your art,praise_admiration,high,expresses admiration and positivity
Human,DTIwN17jeaP,13,This is so beautiful and I really love the way she sparkles 😍,praise_admiration,high,"admires work, uses enthusiastic language"
Human,DU1U8PajE9B,13,it’s just so beautiful i have no words 🙌❤️ i wish I could just live in it honestly ❤️❤️,praise_admiration,high,"admires work, uses words"
Human,DQYB2QXEidj,13,they look perfect!!!!,praise_admiration,high,admires work with exclamation
Human,DKcV3N1TsQm,13,Ayy I love it,praise_admiration,high,expresses genuine admiration
Human,DLi3y43shZY,13,This is so cute imma follow,praise_admiration,high,expresses admiration and excitement
Human,Cy-If2RN884,13,It’s amazingly beautiful!!! so inspiring ❤️,praise_admiration,high,"admires work, uses exclamation"
Human,DTD6ISFD4Q-,13,❤️🔥👏😍 ;) 👏🔥❤️,emoji_only,high,no letters or digits
Human,CzWZhRMPvrq,13,मस्त वर्क,non_english,high,clearly written in another language (not English)
Human,C5-XuYytQJA,13,Sublime 🤩🤩🤩👏,praise_admiration,high,admires work with emojis
Human,DVOsQAMiOGY,13,"Aww, too cute 🥺",praise_admiration,high,admires the work
Human,DU3SuY6CELe,13,😍😍😍,emoji_only,high,no letters or digits
Human,DRJ6WbgDHPj,13,Wow! This is awesome! Everything is perfect about it! 😍 she is a real beautyqueen :) Thank you for joining us!,praise_admiration,high,admires the artwork and the creator
Human,DSIYSSbDNd_,13,🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
Human,DUSV9KtAh7_,13,I love dolphins🐬🐬🐬,praise_admiration,high,expresses admiration and excitement
Human,DQ7CQx0gr5i,13,😍😍😍,emoji_only,high,no letters or digits
Human,DS2rkiZDz2c,13,Merry Chritmas. !@!✨🤲,emoji_only,high,No words or letters
Human,DUyPt9VjsQ5,13,So nice,praise_admiration,high,expresses genuine admiration or positivity IN WORDS
Human,DMdI1V1x-FB,13,😍,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,13,Omgsocute!,humor_meme,high,clear joke reference
Human,DU4prPtDcDC,13,Temple Run HD..!!!,humor_meme,high,clear joke reference
Human,Cn0U3pipNXd,13,Omg🙌🙌,praise_admiration,high,admires work with exclamations
Human,DCo8_2DRKy_,13,Lovely and beautiful as always ✅🌟🌟🌟🌟🌟,praise_admiration,high,admires work with emojis
Human,DULiw0HjQcG,13,Tolles Bild 👏,praise_admiration,high,admires work with emoji
Human,DPl8zFJCG_-,13,😍😍😍,emoji_only,high,no letters or digits
Human,CLR_n4pH0O5,13,@wonderful__curves,other,high,"tag only, no content"
Human,DMKbF9jiE18,13,👏,emoji_only,high,no letters or digits
Human,DSQphyuDFC1,13,Watched it all the time as a kid and played the game when it was released on PlayStation 2. We waited for weeks at GameStop just bugging the cashier and chatting with him. He was cool but we knew we bothered him a bit. We didn’t care we were kids on a mission to play that game! He sold it to us with his employee discount was it was released and saved us a copy so we were guaranteed to have one. Coolest dude ever.,praise_admiration,high,"excited language, nostalgia, compliments"
Human,C_aGVOMymRL,13,🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
Human,DL41F9qgFZX,13,DAAAAYUUUMMNN 😍🔥🔥🔥🔥,praise_admiration,high,excited language and multiple fire emojis
Human,DC40mMHy_a0,13,I LOVE this one,praise_admiration,high,expresses genuine admiration
Human,DSqevPEkjKs,13,I genuinely can’t decide which is the best of the bunch 🔥🔥🔥🔥,praise_admiration,high,admires work with exclamations
Human,DKpBG-Ju0U7,13,"This is a surreal digital illustration of a woman,with her head and body separated,meditating in a silent world about her future‼️🌸🌸🌸🌸🩵🩵🩵🩵🩵🩵👍🍀🌱🌱🌱🌱🌱🌱🌱🌱♾️",praise_admiration,high,admires surreal digital illustration
Human,CognJlkJbtU,13,WoW,praise_admiration,high,strong positive reaction
Human,DPor_WlDO4I,13,Wow bellissimo,praise_admiration,high,admires work with exclamation
Human,DDhx9Znow-I,14,🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
Human,Cyv2nzcR0ic,14,Just wonderful. Your art is incredible 🥺♥️ Makes me cry.,praise_admiration,high,"admires work, uses emoticons"
Human,DTIwN17jeaP,14,😍😍😍😍,emoji_only,high,no letters or digits
Human,DU1U8PajE9B,14,Oh my goodness! She done it again!! 😍 It's so beautiful aaaaaa~ and look at the kitties 😻,praise_admiration,high,"admires work, uses exclamations"
Human,DQYB2QXEidj,14,😍😍😍,emoji_only,high,no letters or digits
Human,DKcV3N1TsQm,14,This could be a magazine cover 😍,praise_admiration,high,admires the artwork
Human,DLi3y43shZY,14,They are so cute ahhhhhh!!! 😍😍😍🥹💖💕💖💕,praise_admiration,high,admires work with exclamations
Human,Cy-If2RN884,14,خیلی خیلی عالیه,non_english,high,contains non-English characters
Human,DTD6ISFD4Q-,14,🙌🙌,emoji_only,high,no letters or digits
Human,CzWZhRMPvrq,14,बहुत खूब,praise_admiration,high,positive adjective
Human,C5-XuYytQJA,14,Trop beau johanna ❤️,praise_admiration,high,"admires work, uses French phrase"
Human,DVOsQAMiOGY,14,Awesome work 😍😍😍👏👏👏🔥so adorable 🥰🥰🥰🥰🥰🥰,praise_admiration,high,Multiple enthusiastic emojis and words
Human,DU3SuY6CELe,14,These are all so beautiful!,praise_admiration,high,admires the work
Human,DRJ6WbgDHPj,14,This is absolutely gorgeous❤️ She looks like she just stepped out of a fairytale! I love the crab apple print on her dress🍎❤️ such a beautiful detail. 🍎✨Thanks for joining our challenge 🤎🧡🤗,praise_admiration,high,"admires work, uses superlatives"
Human,DSIYSSbDNd_,14,Sheeeshhhh,praise_admiration,high,"Exclamatory language, strong emotion"
Human,DUSV9KtAh7_,14,🥹🥹🥹💖💖💖💖 love love love love love love love!,praise_admiration,high,Emotional language and heart eyes
Human,DQ7CQx0gr5i,14,👏,emoji_only,high,no letters or digits
Human,DS2rkiZDz2c,14,🔥❤️,emoji_only,high,no letters or digits
Human,DUyPt9VjsQ5,14,Beautiful🔥🖤,praise_admiration,high,admires the work
Human,DMdI1V1x-FB,14,😍😍😍😍,emoji_only,high,no letters or digits
Human,DUf6bsWAXBE,14,😂😂😂😍😍😍😍😍😍😍,emoji_only,high,no letters or digits
Human,DU4prPtDcDC,14,Wowe,emoji_only,high,No letters/words
Human,Cn0U3pipNXd,14,Check my story 👀,non_english,low,language not English
Human,DCo8_2DRKy_,14,Vraiment magnifique....🧡🖤 belle journée à vous,non_english,high,contains French words
Human,DULiw0HjQcG,14,Beautiful eyes 😍,praise_admiration,high,admires the work
Human,DPl8zFJCG_-,14,😍,emoji_only,high,no letters or digits
Human,CLR_n4pH0O5,14,Have you noticed how she looks at him ? Her look says it all,praise_admiration,high,admires the work
Human,DMKbF9jiE18,14,Just Amazing Art Work 🎨 Love It ❤️,praise_admiration,high,admires work with words and emojis
Human,DSQphyuDFC1,14,"Love to rewatch this around xmas time, feel like old school films just hit differently this time of year, think I will watch it boxing day after seeing this 😁",praise_admiration,high,admires rewatching around Christmas
Human,C_aGVOMymRL,14,👏👏👏,emoji_only,high,no letters or digits
Human,DL41F9qgFZX,14,AMAZING!!!🔥🔥🔥🔥🔥🔥,praise_admiration,high,excited language and multiple fire emojis
Human,DC40mMHy_a0,14,Agatha seem like sindel in mk11,authenticity_policing,low,confusing reference to game characters
Human,DSqevPEkjKs,14,These are sick!,praise_admiration,high,admires the work
Human,DKpBG-Ju0U7,14,SUPEEEEEER!!!!!🔥🙌🔥,praise_admiration,high,admires the work
Human,CognJlkJbtU,14,🔥🔥🔥,emoji_only,high,no letters or digits
Human,DPor_WlDO4I,14,!!!🎈🎈,emoji_only,high,no letters or digits
Human,DDhx9Znow-I,15,Love all those colors! Awesome work! 🔥,praise_admiration,high,admires work with words
